,wl,The new S language,Combinatorial ALgorithms,Compilers (dragon),Compilers (blue book),Computer Organization (red book),Topology (green book),Data and Computer Communications (yellow book)
43,423,0.445515253906,0.189935141602,0.0814915584717,0.609362496338,0.0396278546143,0.0825947957764,0.0926708436279
44,424,0.45178,0.19434,0.081324,0.61553,0.039151,0.08274,0.092694
45,425,0.457145734863,0.1981134729,0.0810420001221,0.620671657715,0.0385941837158,0.0827746096191,0.0924339238281
46,426,0.4616525,0.201283789062,0.0806594492187,0.6248353125,0.0379655039062,0.0827008828125,0.0918866015625
47,427,0.465702858887,0.204135985107,0.0802641888428,0.628519475098,0.037413918335,0.0826070944824,0.0913440029297
48,428,0.46975,0.207,0.079948,0.63224,0.037087,0.082584,0.091098
49,429,0.473797813721,0.209876405029,0.0797128530273,0.636036931152,0.036982833252,0.0826322106934,0.0911608624268
50,430,0.477855273437,0.212775351562,0.07955690625,0.63992890625,0.037087515625,0.0827478515625,0.0915266210937
51,431,0.482260423584,0.216035201416,0.0794863461914,0.643849885254,0.0372919655762,0.082891380127,0.091898293335
52,432,0.48732,0.21997,0.079501,0.64771,0.03748,0.08302,0.09198
53,433,0.49306553833,0.224604940186,0.0796051911621,0.651538891602,0.0376455323486,0.0831355865479,0.0917665753174
54,434,0.499481132812,0.229922304688,0.0797987265625,0.655354296875,0.0377853242187,0.0832406914062,0.0912728632813
55,435,0.506284212646,0.2356915979,0.0800169230957,0.659139458008,0.0378680941162,0.0833344998779,0.0908095794678
56,436,0.51316,0.24165,0.080196,0.66287,0.03787,0.083418,0.090688
57,437,0.52006394043,0.247758430176,0.0803256572266,0.666533817139,0.0377848280029,0.083489428833,0.0909155454102
58,438,0.526946328125,0.25396921875,0.0803996875,0.670114257813,0.0376139960938,0.0835482617188,0.0914791640625
59,439,0.533587006836,0.260034831543,0.0804810615234,0.673499136963,0.0374055699463,0.0836074398193,0.0921272797852
60,440,0.53978,0.26572,0.080632,0.67658,0.037212,0.08368,0.092602
61,441,0.545458085937,0.270959158936,0.0808520810547,0.679342037354,0.0370354320068,0.0837673668213,0.0929048720703
62,442,0.550577109375,0.275710351563,0.0811366875,0.681780820312,0.0368769882813,0.0838702070312,0.0930511171875
63,443,0.555187880859,0.28003916626,0.0813811533203,0.683939549561,0.0367986290283,0.0839828074951,0.0931590175781
64,444,0.55936,0.28403,0.081484,0.68587,0.036855,0.084099,0.093357
65,445,0.563076142578,0.287664135742,0.0814468037109,0.68757546875,0.0370502595215,0.0842212670898,0.0936357208252
66,446,0.566328359375,0.29093109375,0.081281125,0.689062890625,0.0373793046875,0.0843524921875,0.0939828867187
67,447,0.569173183594,0.293874438477,0.0810864384766,0.690363642578,0.0377326066895,0.0844884194336,0.0944555228271
68,448,0.57167,0.29654,0.080967,0.69151,0.037999,0.084626,0.095099
69,449,0.57384019043,0.298946107178,0.0809248491211,0.692516618652,0.0381726829834,0.0847683833008,0.095920897583
